id1,timeindex,target1_prediction
1,4,0.386165678501
2,4,-0.29307025671
3,4,0.464359164238
1,5,0.641909837723
2,5,-0.0573480576277
3,5,0.0990940257907
1,6,0.139480680227
2,6,0.644595265388
3,6,0.440772175789
