id1,timeindex,target1_prediction
1,1,0.285518705845
2,1,0.159493654966
3,1,0.344407975674
1,2,0.555381417274
2,2,-0.24799336493
3,2,0.806793868542
1,3,0.690306782722
2,3,-0.195173680782
3,3,0.818287372589
