id1,timeindex,target1_prediction
1,1,2.79396772385e-09
2,1,-9.31322574615e-09
3,1,-2.79396772385e-09
1,2,0.10000000149
2,2,-0.0499999858439
3,2,0.654440045357
1,3,1.29999983311
2,3,-0.400000035763
3,3,1.10527026653
