id1,timeindex,target1_prediction
1,4,-0.201095342636
2,4,0.188391581178
3,4,0.0165172740817
1,5,0.686309099197
2,5,-0.703301429749
3,5,0.0969625636935
1,6,1.22557163239
2,6,-0.721581935883
3,6,0.0768314227462
