timeindex,id1,target13_prediction
1015,20685,-0.00443462328985
1015,29389,-0.0569502860308
1015,55951,-0.051180139184
1015,39865,-0.0342359431088
1015,52946,0.0295511800796
1015,26369,-0.0410416722298
1015,12202,-0.014299036935
1015,54673,-0.0350563973188
1015,55752,0.0450169667602
1015,18564,-0.00770775740966
1015,35764,0.0163582172245
1015,53144,-0.0168215353042
1015,55138,-0.023449042812
1015,13959,-0.0120378397405
1015,55018,-0.0383987613022
1015,31964,0.118756860495
1015,54901,-0.0239142570645
1015,28469,0.00036297691986
1015,54944,-0.0320320650935
1015,38172,-0.0640921294689
1015,54796,-0.0376127064228
1015,14894,-0.017647376284
1015,18145,-0.0233654621989
1015,52960,0.0385851673782
1015,55596,-0.0308797191828
1015,55489,-0.0324936285615
1015,16036,-0.000126187689602
1015,29608,-0.0834571123123
1015,55071,-0.0765354037285
1015,53027,-0.0169651731849
1015,53124,-0.0290908496827
1015,24062,-0.0915205478668
1015,55273,0.0182259250432
1015,7994,-0.00404606992379
1015,52984,0.270722657442
1015,22814,-0.0466936230659
1015,30170,-0.00795981474221
1015,24834,0.00348671292886
1015,29218,0.103654995561
1015,16869,-0.0261000376195
1015,3335,-0.0472219027579
1015,36722,-0.0710455179214
1015,8370,-0.022431043908
1015,53285,-0.0144702550024
1015,16964,-0.0407731868327
1015,9599,-0.010481249541
1015,12156,-0.0140195209533
1015,53039,0.0191628858447
1015,41596,0.0381931066513
1015,55874,0.147237256169
1015,54649,-0.0301192533225
1015,14498,-0.0697770938277
1015,3548,-0.0553096011281
1015,54692,-0.0369843617082
1015,53200,0.00232059042901
1015,55259,-0.0515916384757
1015,23313,-0.0186905898154
1015,29597,-0.0380162335932
1015,55155,-0.0083333067596
1015,20314,-0.0184580218047
1015,18721,-0.0716878473759
1015,55165,-0.0292665120214
1015,24538,-0.00610959110782
1015,41184,0.00182841857895
1015,12828,-0.0699422210455
1015,40383,-0.0540682077408
1015,53001,-0.0542050674558
1015,31929,-0.0177608001977
1015,56004,-0.02948708646
1015,16467,0.00278192618862
1015,41169,-0.026909282431
1015,35717,-0.0252717453986
1015,34689,-0.063312292099
1015,34901,-0.0492035038769
1015,30234,-0.00824628770351
1015,7831,-0.0413948148489
1015,35942,-0.0257048960775
1015,54858,-0.0212210249156
1015,53217,-0.0196555554867
1015,38576,-0.0138328615576
1015,36861,-0.00787577778101
1015,31983,-0.0157028324902
1015,53256,0.183532178402
1015,8904,0.000459780916572
1015,54912,-0.0436088368297
1015,55848,-0.0183273460716
1015,5274,-0.00390417175367
1015,26860,-0.0927019044757
1015,16730,-0.0181597433984
1015,8581,-0.0110856667161
1015,53026,-0.0381158739328
1015,11846,-0.226006090641
1015,10099,-0.0432404018939
1015,9534,-0.00977215729654
1015,35445,-0.00862787105143
1015,40365,-0.0513274744153
1015,55896,0.0029163598083
1015,3543,-0.012264708057
1015,54781,-0.0350823514163
1015,38073,0.163816913962
1015,20005,-0.0562116540968
1015,55402,-0.0299033056945
1015,55000,0.104032151401
1015,55031,0.0275192689151
1015,55490,-0.0110968481749
1015,29863,-0.0247033219784
1015,14731,0.0115543734282
1015,9473,-0.151532113552
1015,32673,-0.0419832319021
1015,55507,-0.0558236315846
1015,27267,-0.0124493055046
1015,53151,-0.0093808490783
1015,19767,-0.0219292771071
1015,41539,-0.0104256626219
1015,53206,-0.0154445450753
1015,55320,-0.0283625703305
1015,13198,-0.053076133132
1015,55526,-0.0139871444553
1015,39142,-0.0761621370912
1015,55353,-0.0400501303375
1015,55351,0.00968742836267
1015,55963,-0.0420771315694
1015,55677,-0.0271673705429
1015,53154,0.211007863283
1015,53254,-0.119231276214
1015,54786,-0.112038642168
1015,9946,-0.00814515165985
1015,55074,0.0289877112955
1015,3747,-0.0689341947436
1015,20248,-0.0230321418494
1015,54736,-0.0593715533614
1015,53241,-0.00826855562627
1015,10415,-0.0195345524698
1015,28106,-0.00423446064815
1015,35708,-0.02776174061
1015,55986,0.045332595706
1015,29907,0.764028072357
1015,21319,-0.0156687069684
1015,15884,-0.0172730404884
1015,39443,-0.032253485173
1015,55641,0.00455905729905
1015,55098,0.00287364935502
1015,31617,-0.0296508278698
1015,6509,-0.046407841146
1015,18991,0.0252318270504
1015,55043,0.352262437344
1015,22603,0.00756537681445
1015,40018,-0.0148004088551
1015,55214,-0.0227593295276
1015,53017,-0.0114319901913
1015,40138,-0.0924778953195
1015,39525,-0.0719486549497
1015,52979,0.00559831503779
1015,11944,-0.0199050419033
1015,25481,0.0180060192943
1015,55908,-0.0228525232524
1015,37731,0.0224410146475
1015,6318,-0.0576987415552
1015,55312,-0.0303489211947
1015,32342,0.0537901520729
1015,8033,0.0324383154511
1015,1054,-0.0220816731453
1015,4777,-0.0176965799183
1015,55535,-0.139206036925
1015,28965,-0.00167918251827
1015,54679,-0.0344767011702
1015,55465,0.300531178713
1015,11123,-0.0125481635332
1015,54798,0.0860155969858
1015,54747,-0.0050386399962
1015,3200,0.0147915109992
1015,55870,-0.0145645923913
1015,26754,-0.0476149581373
1015,30167,-0.092251509428
1015,55971,0.00101634161547
1015,54765,0.183559730649
1015,30737,-0.0327075049281
1015,18176,-0.00997272320092
1015,53182,-0.0151057653129
1015,55861,-0.00896557234228
1015,1189,-0.000458141323179
1015,55983,-0.0663648545742
1015,53119,-0.128076404333
1015,12862,0.244496554136
1015,26031,0.142627626657
1015,17007,-0.0053649819456
1015,53037,-0.0287597235292
1015,14171,-0.0179983619601
1015,25611,-0.0123708434403
1015,24826,1.42121040821
1015,55475,-0.133125007153
1015,6787,0.00556491781026
1015,55147,0.0491667166352
1015,30047,0.0112280659378
1015,55417,-0.0348845943809
1015,19923,0.0356109030545
1015,53269,-0.0292772706598
1015,54734,-0.103607416153
1015,11334,-0.0468939617276
1015,54676,-0.0220720451325
1015,32708,-0.170184984803
1015,32191,-0.0030798134394
1015,53108,-0.177915364504
1015,3240,-0.0468450970948
1015,41628,-0.00700064050034
1015,55462,-0.0465074293315
1015,21670,-0.0316813252866
1015,1551,0.0242589209229
1015,53034,-0.0403883680701
1015,7008,0.0330822169781
1015,4416,-0.0232889950275
1015,11062,0.00305105512962
1015,55837,-0.0439782701433
1015,20986,0.0302496999502
1015,6799,0.0495110452175
1015,53055,-0.0170142296702
1015,29423,-0.0147635918111
1015,55478,0.125808775425
1015,54884,0.0494990125299
1015,55669,-0.0127189848572
1015,27446,-0.0631323829293
1015,55867,-0.157557919621
1015,55035,0.0177795626223
1015,54789,-0.0143288541585
1015,55400,-0.0294960010797
1015,26905,-0.0164033155888
1015,55944,-0.00274126650766
1015,6852,-0.00199852371588
1015,992,-0.0147582571954
1015,55673,0.114593170583
1015,55112,-0.0236996095628
1015,9028,0.003734015394
1015,55233,-0.0553341694176
1015,16067,-0.0351193286479
1015,40458,-0.0533145815134
1015,53203,-0.0114063825458
1015,31110,-0.111149206758
1015,55127,0.0192426573485
1015,30996,-0.0371955186129
1015,39983,0.466103971004
1015,2794,-0.00786293111742
1015,53183,0.0054191169329
1015,42712,-0.00298682181165
1015,5476,-0.0234562791884
1015,53102,0.0052344026044
1015,12140,-0.0929906889796
1015,11453,-0.0427986122668
1015,38577,-0.0219054501504
1015,3856,-0.0207255221903
1015,55126,-0.0119266100228
1015,5196,-0.0831883326173
1015,27945,-0.0286045651883
1015,55163,-0.0407437905669
1015,13050,-0.00660398369655
1015,5862,-0.0386803634465
1015,55377,-0.0498735755682
1015,54946,0.0136535484344
1015,12505,-0.0112352278084
1015,3084,-0.00433852849528
1015,53278,-0.0744545906782
1015,55839,0.085886053741
1015,16494,-0.0261954646558
1015,16734,0.453625649214
1015,42705,-0.0847104713321
1015,18069,-0.0701618418097
1015,55123,0.0159205254167
1015,55477,-0.0503865405917
1015,3948,-0.0441428795457
1015,55564,0.0874127522111
1015,6187,0.0525473318994
1015,55943,-0.0124968960881
1015,42810,-0.0197916720062
1015,55665,-0.00122225610539
1015,54674,-0.0416719913483
1015,22818,0.0272352378815
1015,54808,0.0163195636123
1015,39285,-0.11117388308
1015,37580,-0.00575425894931
1015,36634,-0.0269437935203
1015,6859,-0.0172728598118
1015,55168,-0.00121981836855
1015,55624,-0.0674636662006
1015,55589,-0.0695524215698
1015,37197,0.00270229741
1015,32054,-0.0186653193086
1015,53007,-0.0804392546415
1015,25199,-0.0521829277277
1015,55287,-0.014211544767
1015,24638,-0.0388268381357
1015,55972,-0.0590443536639
1015,55369,-0.0678760781884
1015,13191,0.0175254512578
1015,55338,-0.0672494620085
1015,53078,0.00461356621236
1015,5936,-0.032962795347
1015,55856,-0.0211102087051
1015,37056,-0.0350073985755
1015,55270,-0.0470255762339
1015,55046,-0.0653989985585
1015,4963,-0.0136670749635
1015,55020,-0.0273229088634
1015,6572,-0.00576023338363
1015,30908,0.0037449952215
1015,35704,-0.0348242782056
1015,26148,-0.0463918186724
1015,55811,-0.0148195009679
1015,42211,0.00438693491742
1015,25574,0.0670450627804
1015,35398,0.0197077747434
1015,21942,-0.102585807443
1015,32909,-0.000981877092272
1015,55940,-0.00234003784135
1015,8235,-0.0223748721182
1015,55543,-0.0697880089283
1015,55675,0.0029955287464
1015,7788,0.304984927177
1015,8391,0.00129941897467
1015,55597,-0.0325507000089
1015,39841,-0.0145093090832
1015,7027,-0.0287442114204
1015,55021,0.146367624402
1015,55265,-0.0304917190224
1015,55333,0.00124499574304
1015,55762,-0.048598062247
1015,55275,-0.18186993897
1015,54871,-0.0395513661206
1015,28491,-0.0189485363662
1015,40091,-0.0767879337072
1015,55420,-0.00965105183423
1015,9493,-0.0404519028962
1015,55416,-0.114766575396
1015,55914,-0.0238717533648
1015,30537,0.022521732375
1015,55193,-0.0156983658671
1015,42624,-0.0429835170507
1015,18004,-0.0312081743032
1015,9052,-0.020064489916
1015,53284,-0.032916277647
1015,9586,-0.0432924479246
1015,54704,0.0675825476646
1015,25294,-0.0114862434566
1015,40509,-0.0476648882031
1015,10880,-0.056077003479
1015,25943,-0.0498232245445
1015,18290,-0.0156282577664
1015,31956,0.0378100350499
1015,39992,0.0277624372393
1015,35386,-0.0265299584717
1015,28240,-0.0162172354758
1015,42860,-0.0357856936753
1015,7922,-0.00955587252975
1015,19205,-0.00762874586508
1015,10763,-0.0247377231717
1015,15737,-0.199902892113
1015,55299,-0.040112297982
1015,42943,-0.112201184034
1015,9772,-0.0695115029812
1015,55034,-0.0440757498145
1015,35676,-0.0612405762076
1015,35323,-0.0250237211585
1015,21754,-0.00384558411315
1015,32917,0.105889588594
1015,14196,-0.0414898172021
1015,35025,0.0311143361032
1015,53127,0.103544957936
1015,55170,-0.00916885770857
1015,16800,-0.0335772521794
1015,17911,-0.0620584338903
1015,55580,-0.0116556379944
1015,55827,-0.0700119063258
1015,37632,0.00303544430062
1015,41201,-0.0721629932523
1015,55958,-0.0309047047049
1015,54653,-0.00548071553931
1015,21463,0.0116276852787
1015,55510,-0.0373693406582
1015,38356,-0.0281379949301
1015,55321,0.0155648291111
1015,17904,-0.0378716662526
1015,14865,-0.00575623335317
1015,55938,-0.11262255162
1015,54657,-0.0395029969513
1015,55724,-0.00353144807741
1015,24567,-0.0390184111893
1015,6192,0.0451743751764
1015,55294,-0.0302649829537
1015,53214,-0.0312586650252
1015,38554,-0.00782242976129
1015,2380,-0.0266978163272
1015,55887,-0.0780021622777
1015,25498,-0.0317551083863
1015,27885,-0.0434343889356
1015,22087,0.031011223793
1015,54776,-0.0447048768401
1015,32192,-0.0459410250187
1015,55572,0.0328197963536
1015,22778,-0.0645718500018
1015,36371,-0.040756508708
1015,40001,-0.0265576001257
1015,2416,-0.0130243860185
1015,30106,-0.0804647803307
1015,27070,-0.0251207109541
1015,42290,-0.104422777891
1015,36278,-0.0390306785703
1015,52969,-0.106837145984
1015,55426,-0.0740987882018
1015,24797,0.0145779047161
1015,53233,-0.0287048798054
1015,54831,-0.00298053538427
1015,31989,-0.014556588605
1015,20431,-0.00116443634033
1015,55876,-0.0393643081188
1015,9951,-0.045195966959
1015,55806,-0.0195826347917
1015,55907,-0.103874772787
1015,54660,-0.00884272530675
1015,53058,-0.0249730981886
1015,16540,-0.0157491955906
1015,52974,0.00743355834857
1015,55242,-0.0116141233593
1015,37542,1.87780082226
1015,30042,-0.0368209630251
1015,8132,0.00571426888928
1015,16213,-0.062016710639
1015,913,0.0246729925275
1015,55284,-0.0157821886241
1015,30899,0.0241089295596
1015,53142,-0.0302355866879
1015,54923,-0.0110682900995
1015,42403,-0.309343159199
1015,8062,-0.025613097474
1015,53296,-0.0322641022503
1015,32289,-0.0213174019009
1015,53172,-0.0194539427757
1015,54864,0.0549574643373
1015,54792,0.00925197452307
1015,7819,0.033679664135
1015,55547,0.00425775907934
1015,55860,-0.0231924634427
1015,26915,-0.0071899802424
1015,27826,-0.0506609864533
1015,4276,0.000256665050983
1015,53049,0.236254140735
1015,6231,-0.0196518488228
1015,29066,-0.0606079846621
1015,54893,-0.0430203005672
1015,52976,-0.050848685205
1015,52962,0.00565934414044
1015,55461,-0.0291788894683
1015,55865,-0.00622497638687
1015,54829,0.0556785538793
1015,55206,-0.0650381073356
1015,37124,-0.0104294549674
1015,53087,0.0118887256831
1015,55552,-0.0332650244236
1015,21320,-0.0439762324095
1015,55574,0.0399609021842
1015,55330,-0.0118771735579
1015,55256,0.00319327833131
1015,29021,-0.00091165304184
1015,53201,0.457032680511
1015,30868,-0.0466995835304
1015,54735,-0.058446675539
1015,39409,-0.0416534952819
1015,55957,-0.022746834904
1015,13537,-0.0527691282332
1015,55037,-0.0415008887649
1015,4261,-0.0309682767838
1015,2896,-0.00841610319912
1015,55028,-0.0187121052295
1015,55795,-0.0154278799891
1015,34753,-0.0124271009117
1015,55999,-0.0285048577935
1015,1984,-0.00555452471599
1015,24596,-0.0172681044787
1015,2846,-0.0475961752236
1015,27232,-0.075262889266
1015,27213,-0.0156818889081
1015,30165,-0.0500384271145
1015,53091,0.00718574179336
1015,55575,0.000314617529511
1015,34657,-0.00758365588263
1015,55152,-0.0272035691887
1015,20242,0.00239160610363
1015,55104,-0.0184785481542
1015,55150,0.167694419622
1015,53009,-0.0329558067024
1015,55556,-0.0281913336366
1015,25131,-0.0449950844049
1015,18821,-0.0448585599661
1015,54717,-0.0803534016013
1015,55840,-0.029617426917
1015,55655,-0.0501802302897
1015,55118,-0.00523390015587
1015,36249,0.0607655122876
1015,6640,-0.0303764957935
1015,17905,0.000775193329901
1015,10343,-0.0281375218183
1015,55362,-0.00169136142358
1015,8064,-0.000937188509852
1015,18025,-0.0519579797983
1015,26312,-0.0178312472999
1015,1182,-0.0214577876031
1015,12646,-0.0463965497911
1015,34785,-0.0465018823743
1015,34546,-0.0590715482831
1015,11391,-0.0501492843032
1015,55756,0.00804593041539
1015,28147,-0.0555448308587
1015,54722,-0.0393186733127
1015,55970,-0.0680573582649
1015,4377,-0.044727768749
1015,52994,-0.0382804982364
1015,54754,-0.0100008584559
1015,55926,-0.0682208314538
1015,55468,-0.00320450915024
1015,15351,-0.0402146205306
1015,27428,0.000738399568945
1015,24879,-0.0227084700018
1015,55633,0.00740067753941
1015,1414,-0.110564984381
1015,38570,0.0142865609378
1015,55215,-0.0475706830621
1015,6434,-0.0179520603269
1015,54784,-0.0767892450094
1015,25093,-0.0120670422912
1015,55339,-0.0115490164608
1015,55198,0.00032440200448
1015,25276,-0.0418917164207
1015,55467,-0.0405375882983
1015,55565,0.0213383249938
1015,54691,-0.0334735661745
1015,14040,0.00451705930755
1015,55399,-0.0307370144874
1015,54740,-0.0842458829284
1015,29768,-0.0274360980839
1015,42654,-0.0208229664713
1015,53050,-0.00616401666775
1015,55406,0.0100814588368
1015,18258,-0.0149422157556
1015,1540,-0.0907021015882
1015,4257,-0.0505075454712
1015,4315,-0.00792529992759
1015,55117,0.0983032807708
1015,55383,-0.0416120067239
1015,55124,-0.0154055170715
1015,1817,0.0266426689923
1015,55188,-0.0115083828568
1015,27343,-0.0367563739419
1015,55372,-0.0414378717542
1015,8828,-0.0214264187962
1015,29771,-0.0179050918669
1015,54686,-0.0142392963171
1015,54949,-0.0378096103668
1015,55484,-0.0456550717354
1015,18526,0.347373276949
1015,42707,-0.147587150335
1015,55864,0.0582276694477
1015,38439,-0.00261902296916
1015,55482,-0.0333668515086
1015,16084,-0.0369289778173
1015,18070,0.00220591528341
1015,55075,-0.0541244447231
1015,54690,-0.0434943214059
1015,16838,-0.0181004479527
1015,35192,-0.0351342782378
1015,55649,-0.062087610364
1015,55421,0.0804368034005
1015,6527,-0.0103832427412
1015,12097,-0.034227013588
1015,927,-0.107484169304
1015,55785,-0.000101178418845
1015,2706,-0.0776724517345
1015,2612,-0.0303570237011
1015,41446,-0.0294809807092
1015,11035,-0.0345293655992
1015,8897,0.106958702207
1015,55889,-0.00588087039068
1015,10122,-0.0424895249307
1015,55258,-0.143644109368
1015,55041,-0.046923995018
1015,21860,-0.0264638382941
1015,12071,-0.0427557006478
1015,54778,-0.0265249591321
1015,40028,-0.00365555798635
1015,25947,-0.0269630420953
1015,55966,-0.0181424804032
1015,6222,-0.0327723696828
1015,55980,0.000894292723387
1015,53210,0.0137652736157
1015,28396,-0.0209225285798
1015,8257,-0.0127876382321
1015,17738,-0.00393945956603
1015,55186,0.00504354247823
1015,6801,-0.0146881882101
1015,55912,-0.0555990561843
1015,33001,-0.0234792996198
1015,55891,-0.030333371833
1015,12954,-0.097570553422
1015,40446,-0.0122288074344
1015,55167,-0.0238246079534
1015,55761,-0.0567852184176
1015,16115,-0.0295690838248
1015,36889,0.00126677332446
1015,37656,-0.0170539394021
1015,3495,-0.0389334261417
1015,55483,-0.0358554273844
1015,34639,-0.00485169747844
1015,14231,0.0643501803279
1015,35131,-0.0429435893893
1015,10030,-0.0162822920829
1015,55228,-0.00139422388747
1015,11774,0.0969591364264
1015,55557,-0.0608812347054
1015,55262,-0.0149689652026
1015,55487,-0.051664121449
1015,20694,-0.0396857000887
1015,14200,-0.0296475868672
1015,32944,-0.00506745418534
1015,38567,-0.0111198611557
1015,21189,-0.0461003445089
1015,32384,-0.0279411133379
1015,36845,-0.0312322136015
1015,14778,0.0154905598611
1015,53084,0.0112515781075
1015,55213,-0.0322639159858
1015,16700,-0.00542859220877
1015,9828,-0.0184351187199
1015,24151,-0.00817991793156
1015,20995,-0.0210200827569
1015,55322,-0.0175184626132
1015,3269,-0.0259743351489
1015,53135,-0.0284699629992
1015,55519,-0.325875222683
1015,10244,-0.0564711242914
1015,27692,-0.0739298611879
1015,1464,-0.0478265881538
1015,2784,-0.063771918416
1015,55199,-0.0206072051078
1015,7939,-0.0971748903394
1015,6370,-0.0347386859357
1015,41768,-0.00902074202895
1015,37569,-0.114122882485
1015,13087,0.00769716035575
1015,55500,-0.0279267970473
1015,21923,-0.0233776886016
1015,55385,-0.00914801470935
1015,54707,-0.04441639781
1015,55087,-0.0233885589987
1015,5012,-0.0241705290973
1015,41042,-0.0193815156817
1015,8615,-0.0139981154352
1015,30579,-0.0108826421201
1015,28291,-0.00966137461364
1015,53257,-0.034806612879
1015,912,-0.0526354163885
1015,6841,-0.0143697056919
1015,35582,0.0973069146276
1015,55469,-0.0836081132293
1015,21953,-0.0219951681793
1015,39299,0.00132131204009
1015,54915,-0.109034836292
1015,55200,-0.00700598442927
1015,8760,0.0418721027672
1015,42782,-0.0362431928515
1015,18905,-0.135760217905
1015,6393,-0.0459502115846
1015,38574,-0.0450697392225
1015,55862,0.0121465139091
1015,55296,0.0277166496962
1015,31093,-0.0324564352632
1015,55216,-0.0643753856421
1015,26447,-0.00570226693526
1015,8169,-0.115462489426
1015,8350,-0.0219786390662
1015,20226,-0.117158673704
1015,31520,-0.00510680535808
1015,6673,-0.0127066206187
1015,9503,0.0163710881025
1015,55508,0.0153574477881
1015,54680,-0.0455141216516
1015,53261,-0.0127840917557
1015,20110,-0.00878016278148
1015,42326,-0.016055310145
1015,55736,-0.0142885707319
1015,18221,-0.0237980056554
1015,5798,-0.0552595704794
1015,12740,-0.0569024309516
1015,24185,-0.0699071735144
1015,53298,-0.029006799683
1015,53051,-0.0576039552689
1015,31896,-0.0273208897561
1015,55243,-0.138206973672
1015,55111,0.0229644011706
1015,55813,-0.101044014096
